id,Nome,Genero,Idade,Raça,Formação,Estado,Tempo de casa,Departamento,Senioridade,Idade Ingresso
227,Rivaldo Werner Cein,Masc,27,branco,Doutorado,Minas Gerais,5.0,Contabilidade,Analista Pleno,22.0
228,Wendy de Ayres,Fem,23,branco,Doutorado,Mato Grosso,8.0,Compras,Analista Pleno,15.0
229,Filipe Augusto de Lacerda,Masc,35,pardo,Pós graduação,Bahia,4.0,Administrativo,Gerente,31.0
230,Isabela Alana Goru Nizreson,Fem,43,branco,Doutorado,Rio de Janeiro,9.0,Administrativo,Analista Sênior,34.0
231,Laerte Fabiano Seso Muri Pires,Masc,32,branco,Pós graduação,Minas Gerais,10.0,Contabilidade,Analista Pleno,22.0
232,Marielle Larissa Inoveu da Paraíba,Fem,23,preto,Ensino Superior,Maranhão,6.0,Vendas,Analista Pleno,17.0
233,Wagner dos Reis,Masc,18,preto,Ensino Médio,Minas Gerais,2.0,Desenvolvimento de Produtos,Analista Pleno,16.0
234,Leo Eilson,Masc,43,branco,Ensino Superior,Paraná,6.0,Recursos Humanos,Analista Sênior,37.0
235,Cristiano da Silva,Masc,20,branco,Ensino Superior,Sergipe,4.0,Vendas,Analista Júnior,16.0
236,Raí da Silva Monuzori,Masc,27,pardo,Ensino Superior,Espírito Santo,10.0,Contabilidade,Analista Sênior,17.0
237,Fernando Laerte da Silva,Masc,23,branco,Ensino Superior,São Paulo,2.0,Administrativo,Analista Júnior,21.0
238,Félix Zewegamman Asode de Sampaio,Masc,28,branco,Doutorado,Ceará,0.0,Compras,Analista Júnior,28.0
239,Filipe Kim Imcheilcla,Masc,45,pardo,Pós graduação,São Paulo,5.0,Administrativo,Analista Sênior,40.0
240,Melissa Uiarnppi de Ramos,Fem,37,branco,Ensino Médio,Mato Grosso,4.0,Marketing,Analista Júnior,33.0
241,Hugo de Paranhos,Masc,30,branco,Ensino Superior,Paraná,6.0,Desenvolvimento de Produtos,Analista Júnior,24.0
242,Humberto de Magalhães,Masc,30,pardo,Ensino Superior,Amapá,5.0,Recursos Humanos,Analista Pleno,25.0
243,Adônis Liloã Rangel,Masc,37,pardo,Doutorado,Rio de Janeiro,2.0,Recursos Humanos,Analista Sênior,35.0
244,José Renato de Barros Miepasu Poogitsu Júnior,Masc,33,branco,Ensino Superior,Roraima,5.0,TI,Gerente,28.0
245,Lili Pulyna de Menezes,Fem,42,indígena,Ensino Superior,Sergipe,4.0,Recursos Humanos,Analista Pleno,38.0
246,Quico Idoina Traoman Ulpu,Masc,41,branco,Pós graduação,Alagoas,7.0,Contabilidade,Analista Pleno,34.0
247,Décio Xerxes Pepriomevic,Masc,20,pardo,Pós graduação,Paraná,6.0,Operações,Analista Júnior,14.0
248,Aécio de Angola Rossi,Masc,25,branco,Ensino Superior,Paraíba,,Administrativo,Analista Sênior,
249,Wilson Breno Voenoinã,Masc,52,branco,Pós graduação,Rio de Janeiro,3.0,Desenvolvimento de Produtos,Analista Júnior,49.0
250,Nathan da Nóbrega de Alvarenga Weber,Masc,35,pardo,Ensino Superior,Rio Grande do Sul,4.0,Marketing,Analista Pleno,31.0
251,Artur Bartolomeu dos Santos,Masc,30,branco,Ensino Superior,Santa Catarina,1.0,Compras,Gerente,29.0
252,Isac Souto,Masc,53,pardo,Ensino Superior,Rio Grande do Sul,12.0,Marketing,Gerente,41.0
253,Otaviano de Souza Hagomu,Masc,36,pardo,Pós graduação,Rio Grande do Sul,8.0,Marketing,Analista Júnior,28.0
254,Natália Lina Ede,Fem,25,branco,Ensino Superior,Pará,8.0,Compras,Analista Pleno,17.0
255,Toninho Washington de Morais,Masc,39,pardo,Ensino Superior,Paraíba,10.0,Marketing,Gerente,29.0
256,Hamilton Vitor Fean de Souza,Masc,34,pardo,Pós graduação,Rio Grande do Sul,4.0,TI,Analista Júnior,30.0
257,Avelino Danilo Pires Gomes,Masc,30,pardo,Pós graduação,Minas Gerais,5.0,Vendas,Estagiário,25.0
258,Batista Ali Chirabu de Barbosa,Masc,33,preto,Ensino Superior,São Paulo,6.0,TI,Analista Sênior,27.0
259,Rivaldo Anras Prates,Masc,29,pardo,Ensino Superior,Sergipe,3.0,Marketing,Analista Pleno,26.0
260,Wellington Ronaldo Griglini de Linhares,Masc,23,branco,Doutorado,Rio Grande do Sul,8.0,TI,Analista Pleno,15.0
261,Anakin de Souza dos Santos,Masc,21,pardo,Ensino Superior,Espírito Santo,5.0,Desenvolvimento de Produtos,Analista Pleno,16.0
262,Roger de Pereira,Masc,20,pardo,Ensino Superior,Rio de Janeiro,6.0,TI,Analista Pleno,14.0
263,Hildebrando de Souza,Masc,36,pardo,Ensino Superior,Bahia,9.0,Marketing,Analista Júnior,27.0
264,Talita Guga,Fem,33,branco,Ensino Médio,Rio de Janeiro,9.0,Administrativo,Gerente,24.0
265,Violeta da Silva Valimszo Fragoso,Fem,29,pardo,Ensino Superior,São Paulo,6.0,Recursos Humanos,Analista Sênior,23.0
266,Wellington Osvaldo Shoelauer,Masc,30,branco,Ensino Superior,Mato Grosso do Sul,5.0,Compras,Gerente,25.0
267,César Samuel Duque,Masc,30,pardo,Ensino Superior,Rio de Janeiro,5.0,Contabilidade,Analista Sênior,25.0
268,Dante Inuzefaman Naves,Masc,20,branco,Pós graduação,Santa Catarina,5.0,Contabilidade,Analista Júnior,15.0
269,Caroline Sílvia Odrison Weiss,Fem,27,pardo,Pós graduação,Goiás,3.0,Administrativo,Analista Sênior,24.0
270,Lucas Fagner Dlapo de Arantes Nytrya,Masc,26,pardo,Ensino Médio,Distrito Federal,10.0,Operações,Analista Pleno,16.0
271,Bárbara Raquel Nunnu,Fem,21,branco,Doutorado,Rio Grande do Norte,6.0,Operações,Estagiário,15.0
272,Eric César de Barbosa,Masc,20,pardo,Pós graduação,Amazonas,3.0,Desenvolvimento de Produtos,Analista Pleno,17.0
273,Gabriel Gredio,Masc,36,branco,Ensino Superior,Espírito Santo,8.0,Recursos Humanos,Analista Júnior,28.0
274,Severino Denis Fruzypluym de Ortiz,Masc,27,preto,Ensino Médio,Rio de Janeiro,11.0,Marketing,Analista Pleno,16.0
275,Joyce Laila Clocumyl de Peres Priztam,Fem,35,pardo,Mestrado,Mato Grosso do Sul,11.0,Marketing,Analista Júnior,24.0
276,Tomáz Nilo de Amorim Neto,Masc,47,preto,Ensino Superior,Roraima,8.0,TI,Analista Sênior,39.0
277,José da Graça,Masc,22,branco,Ensino Superior,Pará,2.0,Compras,Analista Pleno,20.0
278,Laerte de Martins,Masc,50,pardo,Pós graduação,Amazonas,8.0,Recursos Humanos,Analista Pleno,42.0
279,Olavo Adriano da Silva Terceiro,Masc,28,pardo,Ensino Superior,Minas Gerais,8.0,Desenvolvimento de Produtos,Analista Pleno,20.0
280,Léia Susan de Barros Bavre,Fem,25,branco,Doutorado,Pará,5.0,Marketing,Analista Pleno,20.0
281,Paulo David Branco Vuaelulson Júnior,Masc,30,pardo,Ensino Superior,Sergipe,5.0,Vendas,Analista Sênior,25.0
282,Patrick Kevin Tema,Masc,28,branco,Ensino Superior,Sergipe,5.0,Vendas,Analista Júnior,23.0
283,Wilma Jangada de Moreira,Fem,34,pardo,Ensino Superior,Bahia,7.0,Administrativo,Analista Pleno,27.0
284,Olavo de Noronha,Masc,26,branco,Ensino Superior,Rio Grande do Norte,4.0,Administrativo,Analista Pleno,22.0
285,Anakin Joaquim de Duarte,Masc,23,preto,Pós graduação,Roraima,4.0,Operações,Analista Pleno,19.0
286,Vanessa Hellen da Graça,Fem,35,pardo,Doutorado,Rio de Janeiro,6.0,Operações,Analista Pleno,29.0
287,Rivaldo Ali Yumeto da Silva,Masc,26,branco,Pós graduação,São Paulo,3.0,Marketing,Analista Júnior,23.0
288,Luís Décio da Silva,Masc,22,pardo,Ensino Superior,Sergipe,4.0,Operações,Analista Sênior,18.0
289,Camilo Wilson Beoarn,Masc,37,pardo,Doutorado,São Paulo,2.0,TI,Analista Pleno,35.0
290,Vívian de Paiva,Fem,37,branco,Ensino Superior,Maranhão,6.0,Recursos Humanos,Estagiário,31.0
291,Quico de Oliveira Franco,Masc,39,pardo,Mestrado,Rio de Janeiro,6.0,Operações,Analista Júnior,33.0
292,Luiz Jaziel Joliga,Masc,42,pardo,Pós graduação,Acre,9.0,Vendas,Analista Sênior,33.0
293,Lino Portugal de Oliveira Neto,Masc,31,pardo,Ensino Superior,Minas Gerais,2.0,Operações,Analista Sênior,29.0
294,Luzinete Bete de Muniz Danoã,Fem,23,branco,Pós graduação,Rio Grande do Sul,4.0,TI,Gerente,19.0
295,Sheila Ingrid da Silva dos Santos,Fem,32,branco,Pós graduação,Goiás,0.0,Compras,Analista Sênior,32.0
296,Wellington Gilberto Preto,Masc,35,preto,Pós graduação,Goiás,2.0,TI,Analista Sênior,33.0
297,Josiane Angélica Abuho,Fem,37,branco,Ensino Superior,Rio de Janeiro,2.0,TI,Analista Júnior,35.0
298,Kim Jacinto de Peres Hodaguna,Masc,44,branco,Ensino Superior,Paraná,7.0,Operações,Analista Júnior,37.0
299,Israel Anieztison de Amorim Neto,Masc,21,pardo,Pós graduação,Sergipe,3.0,Marketing,Analista Júnior,18.0
300,Saulo Augusto de Garcia,Masc,31,preto,Mestrado,Paraíba,5.0,Recursos Humanos,Estagiário,26.0
301,Saulo Domingos Notes,Masc,28,pardo,Pós graduação,Rio de Janeiro,9.0,Vendas,Estagiário,19.0
302,Avelino Wesley Gomes do Maranhão da Silva,Masc,21,branco,Ensino Superior,Rio de Janeiro,5.0,Vendas,Analista Pleno,16.0
303,Ademar Omenclos de Monteiro,Masc,25,branco,Ensino Médio,Santa Catarina,5.0,Desenvolvimento de Produtos,Analista Pleno,20.0
304,Ciro de Campos da Silva do Maranhão Júnior,Masc,41,branco,Ensino Superior,Alagoas,8.0,TI,Analista Pleno,33.0
305,Oséas Samuel Branco Zedobo,Masc,50,pardo,Ensino Superior,Mato Grosso,5.0,Marketing,Gerente,45.0
306,Mário Israel de Moura Nijizeya,Masc,43,preto,Mestrado,Minas Gerais,7.0,Compras,Gerente,36.0
307,Ismael Luigi Moreno Paasu,Masc,34,pardo,Ensino Médio,Distrito Federal,7.0,TI,Analista Pleno,27.0
308,Marciano Júlio Gesu,Masc,24,branco,Ensino Superior,Paraíba,6.0,Desenvolvimento de Produtos,Analista Júnior,18.0
309,Wilson de Alvarenga Gomes,Masc,27,branco,Pós graduação,Maranhão,6.0,Administrativo,Analista Júnior,21.0
310,Robert de Garcia Nodogimo Júnior,Masc,24,pardo,Ensino Superior,Minas Gerais,8.0,Desenvolvimento de Produtos,Analista Júnior,16.0
311,Anderson de Souza,Masc,32,branco,Ensino Superior,Minas Gerais,4.0,Recursos Humanos,Analista Júnior,28.0
312,Rafael Luke Rosgern,Masc,52,branco,Ensino Superior,Santa Catarina,11.0,TI,Analista Sênior,41.0
313,Marlon Nicolau de Alvim,Masc,22,branco,Ensino Superior,Maranhão,5.0,Operações,Analista Pleno,17.0
314,Rosângela de Britto,Fem,31,branco,Ensino Superior,Amazonas,6.0,Compras,Analista Pleno,25.0
315,Roger de Guimarães,Masc,22,pardo,Pós graduação,Pará,,Desenvolvimento de Produtos,Analista Júnior,
316,Vinícius de Uchôa Oeson,Masc,45,preto,Ensino Superior,Amazonas,8.0,Desenvolvimento de Produtos,Gerente,37.0
317,Giuseppe Joaquim Pimuru,Masc,26,pardo,Ensino Superior,Paraná,9.0,Contabilidade,Analista Sênior,17.0
318,Ney Ronaldo Schneider do Amazonas,Masc,30,indígena,Ensino Superior,São Paulo,5.0,Administrativo,Estagiário,25.0
319,Joaquim Eric de Alcântara,Masc,30,branco,Doutorado,Rio Grande do Norte,3.0,Administrativo,Analista Júnior,27.0
320,Taís de Ramos,Fem,39,branco,Ensino Superior,Rio Grande do Norte,4.0,Administrativo,Analista Pleno,35.0
321,Gabriela Rosana Schmidt,Fem,28,pardo,Ensino Superior,Sergipe,4.0,Compras,Analista Júnior,24.0
322,Luigi de Noronha dos Pinhais,Masc,21,pardo,Ensino Superior,Tocantins,7.0,Marketing,Analista Pleno,14.0
323,Kim de Souza da Silva Megotsu Terceiro,Masc,29,pardo,Ensino Médio,Rio de Janeiro,3.0,Contabilidade,Analista Sênior,26.0
324,Clarice Laura Liscu Tieão,Fem,34,branco,Ensino Superior,Rio Grande do Sul,4.0,Contabilidade,Analista Sênior,30.0
325,Cauê Guilherme da Serra,Masc,34,branco,Ensino Superior,Rio de Janeiro,7.0,Compras,Analista Júnior,27.0
326,Celso Weiss,Masc,29,pardo,Ensino Superior,Rio Grande do Sul,5.0,Operações,Estagiário,24.0
327,Bruno Marco de Gusmões,Masc,33,pardo,Ensino Superior,Mato Grosso,4.0,Recursos Humanos,Analista Júnior,29.0
328,Jesus Humberto de Munhoz,Masc,37,preto,Pós graduação,Tocantins,3.0,TI,Analista Sênior,34.0
329,Lara Preto,Fem,29,pardo,Ensino Superior,Santa Catarina,8.0,Recursos Humanos,Analista Sênior,21.0
330,Vinícius de Souza Itoe,Masc,22,pardo,Mestrado,Paraíba,1.0,Administrativo,Gerente,21.0
331,Sílvio de Viana,Masc,27,branco,Ensino Superior,Minas Gerais,1.0,Desenvolvimento de Produtos,Gerente,26.0
332,Plínio Grialmy,Masc,21,branco,Ensino Médio,Mato Grosso,3.0,TI,Analista Sênior,18.0
333,Rodrigo de Menezes Rihi,Masc,34,pardo,Ensino Superior,Paraíba,4.0,Administrativo,Gerente,30.0
334,Michel Igraov da Silva Borba,Masc,53,pardo,Ensino Superior,Rio Grande do Sul,10.0,Compras,Analista Pleno,43.0
335,Marciano de Braga Oeyrnson Haramoki,Masc,27,pardo,Ensino Superior,Paraná,2.0,Recursos Humanos,Analista Sênior,25.0
336,Eric Plínio da Costa,Masc,35,pardo,Ensino Superior,Paraná,4.0,Compras,Analista Sênior,31.0
337,Juliano Ogruoe,Masc,30,branco,Ensino Superior,Santa Catarina,11.0,Compras,Analista Pleno,19.0
338,Aécio Eliel Duque,Masc,30,branco,Ensino Superior,Ceará,5.0,TI,Analista Pleno,25.0
339,Simão Alisson Fizpi,Masc,51,branco,Pós graduação,Rio de Janeiro,9.0,TI,Analista Pleno,42.0
340,Gilberto Agimu Mafubebe Yojamiz,Masc,30,pardo,Ensino Superior,Rio Grande do Sul,5.0,Administrativo,Analista Pleno,25.0
341,Patrick Krumu de Chaves,Masc,19,pardo,Ensino Superior,São Paulo,4.0,TI,Estagiário,15.0
342,Everaldo Ximenes,Masc,24,preto,Ensino Superior,São Paulo,,TI,Analista Sênior,
343,Denise de Gonçalves da Silva,Fem,36,branco,Ensino Superior,Mato Grosso do Sul,7.0,Compras,Analista Júnior,29.0
344,Mirela Fabiana Posu,Fem,40,pardo,Ensino Superior,Alagoas,6.0,Administrativo,Analista Sênior,34.0
345,Reginaldo Mateus de Osório Toxasian,Masc,40,branco,Pós graduação,Amazonas,6.0,TI,Analista Pleno,34.0
346,Nelson Ciro de Rezende Basan Schmidt,Masc,31,pardo,Ensino Superior,Mato Grosso,8.0,Marketing,Analista Sênior,23.0
347,Nathan Jonas Uerno Kochia Júnior,Masc,29,branco,Pós graduação,Minas Gerais,6.0,Contabilidade,Analista Sênior,23.0
348,Thiago de Lisboa Maciel,Masc,26,pardo,Ensino Superior,Sergipe,11.0,TI,Analista Sênior,15.0
349,Érica de Souza,Fem,23,pardo,Pós graduação,Pernambuco,4.0,Operações,Analista Pleno,19.0
350,Gilson Cosiz Júnior,Masc,25,branco,Ensino Superior,Mato Grosso do Sul,0.0,Contabilidade,Analista Pleno,25.0
351,Félix de Braga Konaomson,Masc,30,branco,Ensino Superior,Rondônia,2.0,Vendas,Gerente,28.0
352,Severino Otaviano Jardim,Masc,41,branco,Pós graduação,Ceará,13.0,Compras,Analista Pleno,28.0
353,Ivan Altino Lopes Opumdul,Masc,25,pardo,Ensino Superior,Maranhão,5.0,Contabilidade,Analista Pleno,20.0
354,Quênia Rose Klein Gremoman,Fem,23,pardo,Mestrado,Tocantins,5.0,Operações,Analista Júnior,18.0
355,Rosimeire Mayra Pimenta do Prado,Fem,27,pardo,Ensino Superior,Minas Gerais,9.0,Operações,Gerente,18.0
356,Alessandre Helder de Pereira,Masc,38,pardo,Ensino Superior,Mato Grosso do Sul,8.0,TI,Gerente,30.0
357,Fábio João Bosu,Masc,40,preto,Ensino Superior,Ceará,2.0,TI,Analista Júnior,38.0
358,Demilson Eleflaer de Teixeira,Masc,36,pardo,Ensino Superior,Alagoas,0.0,Compras,Analista Júnior,36.0
359,Leila Wanda da Silva,Fem,48,pardo,Ensino Superior,Goiás,4.0,Contabilidade,Analista Sênior,44.0
360,Otto Eurnison de Salgado,Masc,30,pardo,Ensino Superior,Pernambuco,5.0,Recursos Humanos,Analista Pleno,25.0
361,Marlene Tali,Fem,30,preto,Pós graduação,Rio Grande do Norte,5.0,Compras,Analista Sênior,25.0
362,Alisson de Toledo Júnior,Masc,30,pardo,Ensino Superior,Rondônia,5.0,Vendas,Analista Júnior,25.0
363,Jesus Lionu Mome,Masc,30,pardo,Ensino Médio,Minas Gerais,5.0,TI,Analista Sênior,25.0
364,Reginaldo de Padilha Flabeol,Masc,22,branco,Ensino Superior,Tocantins,0.0,Operações,Analista Júnior,22.0
365,Matheus Avelino de Noronha Aemão,Masc,41,pardo,Ensino Superior,Paraíba,8.0,Contabilidade,Analista Júnior,33.0
366,Otávio de Almeida,Masc,32,branco,Ensino Superior,São Paulo,7.0,Administrativo,Analista Sênior,25.0
367,Caio Milton de Toledo Zeeri,Masc,31,branco,Ensino Superior,Piauí,5.0,Recursos Humanos,Analista Pleno,26.0
368,Bruna Dias Aoão,Fem,37,pardo,Pós graduação,Minas Gerais,1.0,Contabilidade,Analista Sênior,36.0
369,Wesley Geraldo Ammal Buarque,Masc,41,branco,Ensino Superior,Goiás,12.0,Vendas,Analista Sênior,29.0
370,Luciana de Malta Cleorny Schmidt,Fem,28,pardo,Ensino Superior,Distrito Federal,6.0,Recursos Humanos,Analista Pleno,22.0
371,Cauê de Lacerda Cicaisza dos Santos,Masc,23,pardo,Ensino Superior,Acre,5.0,Recursos Humanos,Analista Júnior,18.0
372,Arthur dos Santos Miko,Masc,27,preto,Pós graduação,Goiás,3.0,Administrativo,Estagiário,24.0
373,Avelino Heitor de Salvador Vaz,Masc,40,branco,Pós graduação,Rio de Janeiro,3.0,Administrativo,Analista Júnior,37.0
374,Bete Ângela de Barbosa,Fem,22,pardo,Ensino Superior,São Paulo,3.0,Administrativo,Analista Pleno,19.0
375,Valeska Maíra Dutra Frias,Fem,31,pardo,Ensino Superior,Distrito Federal,4.0,Marketing,Analista Pleno,27.0
376,Diego Xavier Geolã,Masc,30,preto,Ensino Superior,Mato Grosso do Sul,8.0,Administrativo,Estagiário,22.0
377,Leo Matheus de Souza,Masc,27,branco,Ensino Superior,Goiás,2.0,Marketing,Analista Júnior,25.0
378,Luigi Xavier de Ortiz Eyzuson,Masc,24,branco,Ensino Superior,Rondônia,6.0,TI,Gerente,18.0
379,Heitor de Jesus do Paraná Pimenta Júnior,Masc,25,pardo,Ensino Superior,Minas Gerais,5.0,Marketing,Analista Júnior,20.0
380,Edu Eduardo da Silva,Masc,36,pardo,Pós graduação,Roraima,4.0,Marketing,Diretor,32.0
381,Hilda Oiman,Fem,36,preto,Ensino Superior,São Paulo,4.0,TI,Analista Sênior,32.0
382,Nelson Bare,Masc,27,indígena,Pós graduação,Rio de Janeiro,3.0,Recursos Humanos,Estagiário,24.0
383,Táles Câmara Umiciosman,Masc,36,branco,Ensino Superior,Amazonas,1.0,Administrativo,Analista Júnior,35.0
384,Samuel Jairo Mulemvic de São Pedro,Masc,46,pardo,Ensino Superior,Rio de Janeiro,4.0,Marketing,Estagiário,42.0
385,Ariana dos Santos Npubo Dissescafarn,Fem,30,pardo,Ensino Superior,Rio de Janeiro,9.0,Administrativo,Analista Sênior,21.0
386,Bóris Rivaldo dos Santos,Masc,28,pardo,Ensino Superior,Minas Gerais,3.0,Compras,Estagiário,25.0
387,Alexandre de Fraga da Silva,Masc,27,branco,Ensino Médio,Santa Catarina,12.0,Desenvolvimento de Produtos,Analista Pleno,15.0
388,Suellen Fernanda da Silva Amploneov,Fem,35,branco,Ensino Superior,Ceará,2.0,Vendas,Analista Júnior,33.0
389,Karl José Ecruer do Amaral,Masc,19,pardo,Ensino Superior,Acre,3.0,Vendas,Analista Júnior,16.0
390,Yolanda da Mata,Fem,30,branco,Doutorado,Minas Gerais,5.0,Administrativo,Gerente,25.0
391,Murilo de Souza,Masc,22,branco,Ensino Superior,Minas Gerais,6.0,TI,Analista Júnior,16.0
392,Cícero dos Santos,Masc,30,branco,Ensino Superior,Paraná,6.0,Desenvolvimento de Produtos,Analista Júnior,24.0
393,Nathan da Lira Fortes,Masc,39,pardo,Pós graduação,Ceará,4.0,Desenvolvimento de Produtos,Estagiário,35.0
394,Avelino Dionísio Tlecaim de Moreira,Masc,32,branco,Pós graduação,Rio de Janeiro,8.0,Marketing,Analista Sênior,24.0
395,João Glinsournão,Masc,24,pardo,Pós graduação,Roraima,,Recursos Humanos,Analista Júnior,
396,Karina Marielle da Nóbrega Herrera,Fem,25,pardo,Pós graduação,Tocantins,6.0,TI,Analista Sênior,19.0
397,Anna da Silva,Fem,36,pardo,Ensino Superior,São Paulo,7.0,TI,Analista Pleno,29.0
398,Jeniffer Elizabete da Paz Paim Danogean,Fem,28,branco,Ensino Superior,Rondônia,6.0,Marketing,Analista Sênior,22.0
399,Celeste Suely Botsuie Habi,Fem,35,pardo,Doutorado,Amazonas,9.0,TI,Gerente,26.0
400,Ciro Anakin dos Santos Seixas,Masc,43,pardo,Ensino Superior,Sergipe,5.0,Recursos Humanos,Estagiário,38.0
401,Carlos Gomes,Masc,32,indígena,Ensino Superior,Piauí,6.0,Compras,Analista Júnior,26.0
402,Elano de Pereira dos Santos Tele,Masc,39,branco,Ensino Superior,Rio de Janeiro,10.0,Vendas,Analista Júnior,29.0
403,Washington Bento Weber,Masc,32,pardo,Doutorado,Rio de Janeiro,6.0,Contabilidade,Analista Júnior,26.0
404,Lino Danilo Iryomfaman Aornivic,Masc,23,pardo,Doutorado,Rio Grande do Sul,0.0,Contabilidade,Analista Sênior,23.0
405,Toninho de Figueiredo Ribeiro Pideseno,Masc,28,pardo,Ensino Superior,Sergipe,6.0,Recursos Humanos,Estagiário,22.0
406,Giovanni Uenean,Masc,23,branco,Ensino Superior,Alagoas,4.0,Contabilidade,Analista Pleno,19.0
407,Osório de Souza Neto,Masc,37,branco,Mestrado,Amapá,7.0,Recursos Humanos,Analista Pleno,30.0
408,Décio de Gusmão,Masc,28,branco,Ensino Superior,Acre,8.0,Operações,Analista Júnior,20.0
409,Helder Saulo Tristão Klein de Barbosa,Masc,30,pardo,Ensino Superior,Minas Gerais,8.0,Desenvolvimento de Produtos,Analista Júnior,22.0
410,Hilton Valente,Masc,28,pardo,Mestrado,Paraíba,7.0,Contabilidade,Analista Pleno,21.0
411,Adônis Edu Dias,Masc,20,pardo,Ensino Superior,Ceará,6.0,Compras,Analista Sênior,14.0
412,Jairo Lino Beloleson Neto,Masc,35,branco,Ensino Superior,Pará,6.0,Contabilidade,Analista Júnior,29.0
413,Omar Manoel de Barbosa da Silva,Masc,30,pardo,Ensino Superior,São Paulo,5.0,Contabilidade,Analista Júnior,25.0
414,Heron Manoel Naves Vaz Thupeison,Masc,37,pardo,Pós graduação,Maranhão,2.0,Administrativo,Analista Sênior,35.0
415,Sandro Fagner Dutra dos Santos da Silva,Masc,30,branco,,Acre,5.0,Recursos Humanos,Gerente,25.0
416,João Seocrem,Masc,37,preto,Ensino Médio,Bahia,9.0,Desenvolvimento de Produtos,Analista Júnior,28.0
417,Ali de Moreira Rirntreov Terceiro,Masc,43,pardo,Ensino Superior,São Paulo,3.0,Operações,Analista Júnior,40.0
418,Sara Eliane Apison,Fem,37,pardo,Ensino Superior,São Paulo,0.0,Administrativo,Analista Pleno,37.0
419,Fabrício de Alcântara,Masc,28,pardo,Ensino Superior,Roraima,1.0,Recursos Humanos,Analista Júnior,27.0
420,Alessandre de Pascoal,Masc,44,branco,Ensino Superior,Rio Grande do Norte,9.0,Recursos Humanos,Analista Júnior,35.0
421,Robert Itamar Castelo,Masc,33,pardo,Ensino Superior,Minas Gerais,11.0,Operações,Diretor,22.0
422,Marco Panaoman,Masc,35,pardo,Mestrado,Ceará,5.0,Marketing,Analista Júnior,30.0
423,Chico Sandro de Parreira,Masc,42,pardo,Ensino Superior,Goiás,7.0,Contabilidade,Analista Pleno,35.0
424,Itamar Gilson Góis,Masc,29,branco,Doutorado,Rio Grande do Norte,2.0,Vendas,Analista Pleno,27.0
425,Rivaldo Leandro da Gama de Cerqueira Tohoya,Masc,36,pardo,Pós graduação,Rio de Janeiro,6.0,Desenvolvimento de Produtos,Analista Sênior,30.0
426,Simone Amanda Maciel dos Santos,Fem,26,branco,Ensino Superior,Minas Gerais,5.0,Contabilidade,Analista Júnior,21.0
427,Oliver Eric Moki Moreno,Masc,35,branco,Mestrado,Pará,8.0,Compras,Estagiário,27.0
428,Mônica de Viana,Fem,23,pardo,Ensino Superior,Acre,2.0,Marketing,Gerente,21.0
