id,Nome,Genero,Idade,Raça,Formação,Estado,Tempo de casa,Departamento,Senioridade,Idade Ingresso
249,Wilson Breno Voenoinã,Masc,52,branco,Pós graduação,Rio de Janeiro,3,Desenvolvimento de Produtos,Analista Júnior,49
250,Nathan da Nóbrega de Alvarenga Weber,Masc,35,pardo,Ensino Superior,Rio Grande do Sul,4,Marketing,Analista Pleno,31
251,Artur Bartolomeu dos Santos,Masc,30,branco,Ensino Superior,Santa Catarina,1,Compras,Gerente,29
252,Isac Souto,Masc,53,pardo,Ensino Superior,Rio Grande do Sul,12,Marketing,Gerente,41
253,Otaviano de Souza Hagomu,Masc,36,pardo,Pós graduação,Rio Grande do Sul,8,Marketing,Analista Júnior,28
254,Natália Lina Ede,Fem,25,branco,Ensino Superior,Pará,8,Compras,Analista Pleno,17
255,Toninho Washington de Morais,Masc,39,pardo,Ensino Superior,Paraíba,10,Marketing,Gerente,29
256,Hamilton Vitor Fean de Souza,Masc,34,pardo,Pós graduação,Rio Grande do Sul,4,TI,Analista Júnior,30
257,Avelino Danilo Pires Gomes,Masc,30,pardo,Pós graduação,Minas Gerais,5,Vendas,Estagiário,25
258,Batista Ali Chirabu de Barbosa,Masc,33,preto,Ensino Superior,São Paulo,6,TI,Analista Sênior,27
259,Rivaldo Anras Prates,Masc,29,pardo,Ensino Superior,Sergipe,3,Marketing,Analista Pleno,26
260,Wellington Ronaldo Griglini de Linhares,Masc,23,branco,Doutorado,Rio Grande do Sul,8,TI,Analista Pleno,15
261,Anakin de Souza dos Santos,Masc,21,pardo,Ensino Superior,Espírito Santo,5,Desenvolvimento de Produtos,Analista Pleno,16
262,Roger de Pereira,Masc,20,pardo,Ensino Superior,Rio de Janeiro,6,TI,Analista Pleno,14
263,Hildebrando de Souza,Masc,36,pardo,Ensino Superior,Bahia,9,Marketing,Analista Júnior,27
264,Talita Guga,Fem,33,branco,Ensino Médio,Rio de Janeiro,9,Administrativo,Gerente,24
265,Violeta da Silva Valimszo Fragoso,Fem,29,pardo,Ensino Superior,São Paulo,6,Recursos Humanos,Analista Sênior,23
266,Wellington Osvaldo Shoelauer,Masc,30,branco,Ensino Superior,Mato Grosso do Sul,5,Compras,Gerente,25
267,César Samuel Duque,Masc,30,pardo,Ensino Superior,Rio de Janeiro,5,Contabilidade,Analista Sênior,25
268,Dante Inuzefaman Naves,Masc,20,branco,Pós graduação,Santa Catarina,5,Contabilidade,Analista Júnior,15
269,Caroline Sílvia Odrison Weiss,Fem,27,pardo,Pós graduação,Goiás,3,Administrativo,Analista Sênior,24
270,Lucas Fagner Dlapo de Arantes Nytrya,Masc,26,pardo,Ensino Médio,Distrito Federal,10,Operações,Analista Pleno,16
271,Bárbara Raquel Nunnu,Fem,21,branco,Doutorado,Rio Grande do Norte,6,Operações,Estagiário,15
272,Eric César de Barbosa,Masc,20,pardo,Pós graduação,Amazonas,3,Desenvolvimento de Produtos,Analista Pleno,17
273,Gabriel Gredio,Masc,36,branco,Ensino Superior,Espírito Santo,8,Recursos Humanos,Analista Júnior,28
274,Severino Denis Fruzypluym de Ortiz,Masc,27,preto,Ensino Médio,Rio de Janeiro,11,Marketing,Analista Pleno,16
275,Joyce Laila Clocumyl de Peres Priztam,Fem,35,pardo,Mestrado,Mato Grosso do Sul,11,Marketing,Analista Júnior,24
276,Tomáz Nilo de Amorim Neto,Masc,47,preto,Ensino Superior,Roraima,8,TI,Analista Sênior,39
277,José da Graça,Masc,22,branco,Ensino Superior,Pará,2,Compras,Analista Pleno,20
278,Laerte de Martins,Masc,50,pardo,Pós graduação,Amazonas,8,Recursos Humanos,Analista Pleno,42
279,Olavo Adriano da Silva Terceiro,Masc,28,pardo,Ensino Superior,Minas Gerais,8,Desenvolvimento de Produtos,Analista Pleno,20
280,Léia Susan de Barros Bavre,Fem,25,branco,Doutorado,Pará,5,Marketing,Analista Pleno,20
281,Paulo David Branco Vuaelulson Júnior,Masc,30,pardo,Ensino Superior,Sergipe,5,Vendas,Analista Sênior,25
282,Patrick Kevin Tema,Masc,28,branco,Ensino Superior,Sergipe,5,Vendas,Analista Júnior,23
283,Wilma Jangada de Moreira,Fem,34,pardo,Ensino Superior,Bahia,7,Administrativo,Analista Pleno,27
284,Olavo de Noronha,Masc,26,branco,Ensino Superior,Rio Grande do Norte,4,Administrativo,Analista Pleno,22
285,Anakin Joaquim de Duarte,Masc,23,preto,Pós graduação,Roraima,4,Operações,Analista Pleno,19
286,Vanessa Hellen da Graça,Fem,35,pardo,Doutorado,Rio de Janeiro,6,Operações,Analista Pleno,29
287,Rivaldo Ali Yumeto da Silva,Masc,26,branco,Pós graduação,São Paulo,3,Marketing,Analista Júnior,23
288,Luís Décio da Silva,Masc,22,pardo,Ensino Superior,Sergipe,4,Operações,Analista Sênior,18
289,Camilo Wilson Beoarn,Masc,37,pardo,Doutorado,São Paulo,2,TI,Analista Pleno,35
290,Vívian de Paiva,Fem,37,branco,Ensino Superior,Maranhão,6,Recursos Humanos,Estagiário,31
291,Quico de Oliveira Franco,Masc,39,pardo,Mestrado,Rio de Janeiro,6,Operações,Analista Júnior,33
292,Luiz Jaziel Joliga,Masc,42,pardo,Pós graduação,Acre,9,Vendas,Analista Sênior,33
293,Lino Portugal de Oliveira Neto,Masc,31,pardo,Ensino Superior,Minas Gerais,2,Operações,Analista Sênior,29
294,Luzinete Bete de Muniz Danoã,Fem,23,branco,Pós graduação,Rio Grande do Sul,4,TI,Gerente,19
295,Sheila Ingrid da Silva dos Santos,Fem,32,branco,Pós graduação,Goiás,0,Compras,Analista Sênior,32
296,Wellington Gilberto Preto,Masc,35,preto,Pós graduação,Goiás,2,TI,Analista Sênior,33
297,Josiane Angélica Abuho,Fem,37,branco,Ensino Superior,Rio de Janeiro,2,TI,Analista Júnior,35
298,Kim Jacinto de Peres Hodaguna,Masc,44,branco,Ensino Superior,Paraná,7,Operações,Analista Júnior,37
299,Israel Anieztison de Amorim Neto,Masc,21,pardo,Pós graduação,Sergipe,3,Marketing,Analista Júnior,18
300,Saulo Augusto de Garcia,Masc,31,preto,Mestrado,Paraíba,5,Recursos Humanos,Estagiário,26
301,Saulo Domingos Notes,Masc,28,pardo,Pós graduação,Rio de Janeiro,9,Vendas,Estagiário,19
302,Avelino Wesley Gomes do Maranhão da Silva,Masc,21,branco,Ensino Superior,Rio de Janeiro,5,Vendas,Analista Pleno,16
303,Ademar Omenclos de Monteiro,Masc,25,branco,Ensino Médio,Santa Catarina,5,Desenvolvimento de Produtos,Analista Pleno,20
304,Ciro de Campos da Silva do Maranhão Júnior,Masc,41,branco,Ensino Superior,Alagoas,8,TI,Analista Pleno,33
305,Oséas Samuel Branco Zedobo,Masc,50,pardo,Ensino Superior,Mato Grosso,5,Marketing,Gerente,45
306,Mário Israel de Moura Nijizeya,Masc,43,preto,Mestrado,Minas Gerais,7,Compras,Gerente,36
307,Ismael Luigi Moreno Paasu,Masc,34,pardo,Ensino Médio,Distrito Federal,7,TI,Analista Pleno,27
308,Marciano Júlio Gesu,Masc,24,branco,Ensino Superior,Paraíba,6,Desenvolvimento de Produtos,Analista Júnior,18
309,Wilson de Alvarenga Gomes,Masc,27,branco,Pós graduação,Maranhão,6,Administrativo,Analista Júnior,21
310,Robert de Garcia Nodogimo Júnior,Masc,24,pardo,Ensino Superior,Minas Gerais,8,Desenvolvimento de Produtos,Analista Júnior,16
311,Anderson de Souza,Masc,32,branco,Ensino Superior,Minas Gerais,4,Recursos Humanos,Analista Júnior,28
312,Rafael Luke Rosgern,Masc,52,branco,Ensino Superior,Santa Catarina,11,TI,Analista Sênior,41
313,Marlon Nicolau de Alvim,Masc,22,branco,Ensino Superior,Maranhão,5,Operações,Analista Pleno,17
314,Rosângela de Britto,Fem,31,branco,Ensino Superior,Amazonas,6,Compras,Analista Pleno,25
316,Vinícius de Uchôa Oeson,Masc,45,preto,Ensino Superior,Amazonas,8,Desenvolvimento de Produtos,Gerente,37
317,Giuseppe Joaquim Pimuru,Masc,26,pardo,Ensino Superior,Paraná,9,Contabilidade,Analista Sênior,17
318,Ney Ronaldo Schneider do Amazonas,Masc,30,indígena,Ensino Superior,São Paulo,5,Administrativo,Estagiário,25
319,Joaquim Eric de Alcântara,Masc,30,branco,Doutorado,Rio Grande do Norte,3,Administrativo,Analista Júnior,27
320,Taís de Ramos,Fem,39,branco,Ensino Superior,Rio Grande do Norte,4,Administrativo,Analista Pleno,35
321,Gabriela Rosana Schmidt,Fem,28,pardo,Ensino Superior,Sergipe,4,Compras,Analista Júnior,24
322,Luigi de Noronha dos Pinhais,Masc,21,pardo,Ensino Superior,Tocantins,7,Marketing,Analista Pleno,14
323,Kim de Souza da Silva Megotsu Terceiro,Masc,29,pardo,Ensino Médio,Rio de Janeiro,3,Contabilidade,Analista Sênior,26
324,Clarice Laura Liscu Tieão,Fem,34,branco,Ensino Superior,Rio Grande do Sul,4,Contabilidade,Analista Sênior,30
325,Cauê Guilherme da Serra,Masc,34,branco,Ensino Superior,Rio de Janeiro,7,Compras,Analista Júnior,27
326,Celso Weiss,Masc,29,pardo,Ensino Superior,Rio Grande do Sul,5,Operações,Estagiário,24
327,Bruno Marco de Gusmões,Masc,33,pardo,Ensino Superior,Mato Grosso,4,Recursos Humanos,Analista Júnior,29
328,Jesus Humberto de Munhoz,Masc,37,preto,Pós graduação,Tocantins,3,TI,Analista Sênior,34
329,Lara Preto,Fem,29,pardo,Ensino Superior,Santa Catarina,8,Recursos Humanos,Analista Sênior,21
330,Vinícius de Souza Itoe,Masc,22,pardo,Mestrado,Paraíba,1,Administrativo,Gerente,21
331,Sílvio de Viana,Masc,27,branco,Ensino Superior,Minas Gerais,1,Desenvolvimento de Produtos,Gerente,26
332,Plínio Grialmy,Masc,21,branco,Ensino Médio,Mato Grosso,3,TI,Analista Sênior,18
333,Rodrigo de Menezes Rihi,Masc,34,pardo,Ensino Superior,Paraíba,4,Administrativo,Gerente,30
334,Michel Igraov da Silva Borba,Masc,53,pardo,Ensino Superior,Rio Grande do Sul,10,Compras,Analista Pleno,43
335,Marciano de Braga Oeyrnson Haramoki,Masc,27,pardo,Ensino Superior,Paraná,2,Recursos Humanos,Analista Sênior,25
336,Eric Plínio da Costa,Masc,35,pardo,Ensino Superior,Paraná,4,Compras,Analista Sênior,31
337,Juliano Ogruoe,Masc,30,branco,Ensino Superior,Santa Catarina,11,Compras,Analista Pleno,19
338,Aécio Eliel Duque,Masc,30,branco,Ensino Superior,Ceará,5,TI,Analista Pleno,25
339,Simão Alisson Fizpi,Masc,51,branco,Pós graduação,Rio de Janeiro,9,TI,Analista Pleno,42
340,Gilberto Agimu Mafubebe Yojamiz,Masc,30,pardo,Ensino Superior,Rio Grande do Sul,5,Administrativo,Analista Pleno,25
341,Patrick Krumu de Chaves,Masc,19,pardo,Ensino Superior,São Paulo,4,TI,Estagiário,15
343,Denise de Gonçalves da Silva,Fem,36,branco,Ensino Superior,Mato Grosso do Sul,7,Compras,Analista Júnior,29
344,Mirela Fabiana Posu,Fem,40,pardo,Ensino Superior,Alagoas,6,Administrativo,Analista Sênior,34
345,Reginaldo Mateus de Osório Toxasian,Masc,40,branco,Pós graduação,Amazonas,6,TI,Analista Pleno,34
346,Nelson Ciro de Rezende Basan Schmidt,Masc,31,pardo,Ensino Superior,Mato Grosso,8,Marketing,Analista Sênior,23
347,Nathan Jonas Uerno Kochia Júnior,Masc,29,branco,Pós graduação,Minas Gerais,6,Contabilidade,Analista Sênior,23
348,Thiago de Lisboa Maciel,Masc,26,pardo,Ensino Superior,Sergipe,11,TI,Analista Sênior,15
349,Érica de Souza,Fem,23,pardo,Pós graduação,Pernambuco,4,Operações,Analista Pleno,19
350,Gilson Cosiz Júnior,Masc,25,branco,Ensino Superior,Mato Grosso do Sul,0,Contabilidade,Analista Pleno,25
351,Félix de Braga Konaomson,Masc,30,branco,Ensino Superior,Rondônia,2,Vendas,Gerente,28
352,Severino Otaviano Jardim,Masc,41,branco,Pós graduação,Ceará,13,Compras,Analista Pleno,28
353,Ivan Altino Lopes Opumdul,Masc,25,pardo,Ensino Superior,Maranhão,5,Contabilidade,Analista Pleno,20
354,Quênia Rose Klein Gremoman,Fem,23,pardo,Mestrado,Tocantins,5,Operações,Analista Júnior,18
355,Rosimeire Mayra Pimenta do Prado,Fem,27,pardo,Ensino Superior,Minas Gerais,9,Operações,Gerente,18
356,Alessandre Helder de Pereira,Masc,38,pardo,Ensino Superior,Mato Grosso do Sul,8,TI,Gerente,30
357,Fábio João Bosu,Masc,40,preto,Ensino Superior,Ceará,2,TI,Analista Júnior,38
358,Demilson Eleflaer de Teixeira,Masc,36,pardo,Ensino Superior,Alagoas,0,Compras,Analista Júnior,36
359,Leila Wanda da Silva,Fem,48,pardo,Ensino Superior,Goiás,4,Contabilidade,Analista Sênior,44
360,Otto Eurnison de Salgado,Masc,30,pardo,Ensino Superior,Pernambuco,5,Recursos Humanos,Analista Pleno,25
361,Marlene Tali,Fem,30,preto,Pós graduação,Rio Grande do Norte,5,Compras,Analista Sênior,25
362,Alisson de Toledo Júnior,Masc,30,pardo,Ensino Superior,Rondônia,5,Vendas,Analista Júnior,25
363,Jesus Lionu Mome,Masc,30,pardo,Ensino Médio,Minas Gerais,5,TI,Analista Sênior,25
364,Reginaldo de Padilha Flabeol,Masc,22,branco,Ensino Superior,Tocantins,0,Operações,Analista Júnior,22
365,Matheus Avelino de Noronha Aemão,Masc,41,pardo,Ensino Superior,Paraíba,8,Contabilidade,Analista Júnior,33
366,Otávio de Almeida,Masc,32,branco,Ensino Superior,São Paulo,7,Administrativo,Analista Sênior,25
367,Caio Milton de Toledo Zeeri,Masc,31,branco,Ensino Superior,Piauí,5,Recursos Humanos,Analista Pleno,26
368,Bruna Dias Aoão,Fem,37,pardo,Pós graduação,Minas Gerais,1,Contabilidade,Analista Sênior,36
369,Wesley Geraldo Ammal Buarque,Masc,41,branco,Ensino Superior,Goiás,12,Vendas,Analista Sênior,29
370,Luciana de Malta Cleorny Schmidt,Fem,28,pardo,Ensino Superior,Distrito Federal,6,Recursos Humanos,Analista Pleno,22
371,Cauê de Lacerda Cicaisza dos Santos,Masc,23,pardo,Ensino Superior,Acre,5,Recursos Humanos,Analista Júnior,18
372,Arthur dos Santos Miko,Masc,27,preto,Pós graduação,Goiás,3,Administrativo,Estagiário,24
373,Avelino Heitor de Salvador Vaz,Masc,40,branco,Pós graduação,Rio de Janeiro,3,Administrativo,Analista Júnior,37
374,Bete Ângela de Barbosa,Fem,22,pardo,Ensino Superior,São Paulo,3,Administrativo,Analista Pleno,19
375,Valeska Maíra Dutra Frias,Fem,31,pardo,Ensino Superior,Distrito Federal,4,Marketing,Analista Pleno,27
376,Diego Xavier Geolã,Masc,30,preto,Ensino Superior,Mato Grosso do Sul,8,Administrativo,Estagiário,22
377,Leo Matheus de Souza,Masc,27,branco,Ensino Superior,Goiás,2,Marketing,Analista Júnior,25
378,Luigi Xavier de Ortiz Eyzuson,Masc,24,branco,Ensino Superior,Rondônia,6,TI,Gerente,18
379,Heitor de Jesus do Paraná Pimenta Júnior,Masc,25,pardo,Ensino Superior,Minas Gerais,5,Marketing,Analista Júnior,20
380,Edu Eduardo da Silva,Masc,36,pardo,Pós graduação,Roraima,4,Marketing,Diretor,32
381,Hilda Oiman,Fem,36,preto,Ensino Superior,São Paulo,4,TI,Analista Sênior,32
382,Nelson Bare,Masc,27,indígena,Pós graduação,Rio de Janeiro,3,Recursos Humanos,Estagiário,24
383,Táles Câmara Umiciosman,Masc,36,branco,Ensino Superior,Amazonas,1,Administrativo,Analista Júnior,35
384,Samuel Jairo Mulemvic de São Pedro,Masc,46,pardo,Ensino Superior,Rio de Janeiro,4,Marketing,Estagiário,42
385,Ariana dos Santos Npubo Dissescafarn,Fem,30,pardo,Ensino Superior,Rio de Janeiro,9,Administrativo,Analista Sênior,21
386,Bóris Rivaldo dos Santos,Masc,28,pardo,Ensino Superior,Minas Gerais,3,Compras,Estagiário,25
387,Alexandre de Fraga da Silva,Masc,27,branco,Ensino Médio,Santa Catarina,12,Desenvolvimento de Produtos,Analista Pleno,15
388,Suellen Fernanda da Silva Amploneov,Fem,35,branco,Ensino Superior,Ceará,2,Vendas,Analista Júnior,33
389,Karl José Ecruer do Amaral,Masc,19,pardo,Ensino Superior,Acre,3,Vendas,Analista Júnior,16
390,Yolanda da Mata,Fem,30,branco,Doutorado,Minas Gerais,5,Administrativo,Gerente,25
391,Murilo de Souza,Masc,22,branco,Ensino Superior,Minas Gerais,6,TI,Analista Júnior,16
392,Cícero dos Santos,Masc,30,branco,Ensino Superior,Paraná,6,Desenvolvimento de Produtos,Analista Júnior,24
393,Nathan da Lira Fortes,Masc,39,pardo,Pós graduação,Ceará,4,Desenvolvimento de Produtos,Estagiário,35
394,Avelino Dionísio Tlecaim de Moreira,Masc,32,branco,Pós graduação,Rio de Janeiro,8,Marketing,Analista Sênior,24
396,Karina Marielle da Nóbrega Herrera,Fem,25,pardo,Pós graduação,Tocantins,6,TI,Analista Sênior,19
397,Anna da Silva,Fem,36,pardo,Ensino Superior,São Paulo,7,TI,Analista Pleno,29
398,Jeniffer Elizabete da Paz Paim Danogean,Fem,28,branco,Ensino Superior,Rondônia,6,Marketing,Analista Sênior,22
399,Celeste Suely Botsuie Habi,Fem,35,pardo,Doutorado,Amazonas,9,TI,Gerente,26
400,Ciro Anakin dos Santos Seixas,Masc,43,pardo,Ensino Superior,Sergipe,5,Recursos Humanos,Estagiário,38
401,Carlos Gomes,Masc,32,indígena,Ensino Superior,Piauí,6,Compras,Analista Júnior,26
402,Elano de Pereira dos Santos Tele,Masc,39,branco,Ensino Superior,Rio de Janeiro,10,Vendas,Analista Júnior,29
403,Washington Bento Weber,Masc,32,pardo,Doutorado,Rio de Janeiro,6,Contabilidade,Analista Júnior,26
404,Lino Danilo Iryomfaman Aornivic,Masc,23,pardo,Doutorado,Rio Grande do Sul,0,Contabilidade,Analista Sênior,23
405,Toninho de Figueiredo Ribeiro Pideseno,Masc,28,pardo,Ensino Superior,Sergipe,6,Recursos Humanos,Estagiário,22
406,Giovanni Uenean,Masc,23,branco,Ensino Superior,Alagoas,4,Contabilidade,Analista Pleno,19
407,Osório de Souza Neto,Masc,37,branco,Mestrado,Amapá,7,Recursos Humanos,Analista Pleno,30
408,Décio de Gusmão,Masc,28,branco,Ensino Superior,Acre,8,Operações,Analista Júnior,20
409,Helder Saulo Tristão Klein de Barbosa,Masc,30,pardo,Ensino Superior,Minas Gerais,8,Desenvolvimento de Produtos,Analista Júnior,22
410,Hilton Valente,Masc,28,pardo,Mestrado,Paraíba,7,Contabilidade,Analista Pleno,21
411,Adônis Edu Dias,Masc,20,pardo,Ensino Superior,Ceará,6,Compras,Analista Sênior,14
412,Jairo Lino Beloleson Neto,Masc,35,branco,Ensino Superior,Pará,6,Contabilidade,Analista Júnior,29
413,Omar Manoel de Barbosa da Silva,Masc,30,pardo,Ensino Superior,São Paulo,5,Contabilidade,Analista Júnior,25
414,Heron Manoel Naves Vaz Thupeison,Masc,37,pardo,Pós graduação,Maranhão,2,Administrativo,Analista Sênior,35
416,João Seocrem,Masc,37,preto,Ensino Médio,Bahia,9,Desenvolvimento de Produtos,Analista Júnior,28
417,Ali de Moreira Rirntreov Terceiro,Masc,43,pardo,Ensino Superior,São Paulo,3,Operações,Analista Júnior,40
418,Sara Eliane Apison,Fem,37,pardo,Ensino Superior,São Paulo,0,Administrativo,Analista Pleno,37
419,Fabrício de Alcântara,Masc,28,pardo,Ensino Superior,Roraima,1,Recursos Humanos,Analista Júnior,27
420,Alessandre de Pascoal,Masc,44,branco,Ensino Superior,Rio Grande do Norte,9,Recursos Humanos,Analista Júnior,35
421,Robert Itamar Castelo,Masc,33,pardo,Ensino Superior,Minas Gerais,11,Operações,Diretor,22
422,Marco Panaoman,Masc,35,pardo,Mestrado,Ceará,5,Marketing,Analista Júnior,30
423,Chico Sandro de Parreira,Masc,42,pardo,Ensino Superior,Goiás,7,Contabilidade,Analista Pleno,35
424,Itamar Gilson Góis,Masc,29,branco,Doutorado,Rio Grande do Norte,2,Vendas,Analista Pleno,27
425,Rivaldo Leandro da Gama de Cerqueira Tohoya,Masc,36,pardo,Pós graduação,Rio de Janeiro,6,Desenvolvimento de Produtos,Analista Sênior,30
426,Simone Amanda Maciel dos Santos,Fem,26,branco,Ensino Superior,Minas Gerais,5,Contabilidade,Analista Júnior,21
427,Oliver Eric Moki Moreno,Masc,35,branco,Mestrado,Pará,8,Compras,Estagiário,27
428,Mônica de Viana,Fem,23,pardo,Ensino Superior,Acre,2,Marketing,Gerente,21
430,Fabiana da Silva,Fem,45,branco,Ensino Superior,Paraná,3,Compras,Analista Júnior,42
431,Aécio Varoai,Masc,36,preto,Doutorado,Roraima,5,Vendas,Gerente,31
432,Yuri de Santana Urnta,Masc,23,pardo,Mestrado,Paraíba,7,Operações,Analista Sênior,16
433,Hamilton Gilson Tageha,Masc,33,pardo,Doutorado,Minas Gerais,0,Recursos Humanos,Analista Júnior,33
434,Henrique de Mello d'Ávila,Masc,30,pardo,Pós graduação,Rondônia,5,Vendas,Analista Júnior,25
435,Jeferson Igor Klein de Brito Suso,Masc,48,pardo,Ensino Superior,Pernambuco,10,TI,Analista Sênior,38
436,Rodolfo Mariano do Prado Erndurn,Masc,28,pardo,Ensino Superior,Rio de Janeiro,4,Compras,Analista Sênior,24
437,Liane Amélia da Gama,Fem,19,branco,Ensino Superior,Bahia,4,Marketing,Analista Pleno,15
438,Catarina Elisa Pioil Rangel,Fem,30,pardo,Ensino Superior,Rio de Janeiro,5,Compras,Gerente,25
439,Quirino Charles Kane,Masc,45,preto,Mestrado,Goiás,8,Marketing,Analista Júnior,37
440,Gilson Juliano Edoer da Graça Buarque Terceiro,Masc,42,branco,Ensino Superior,Santa Catarina,7,Marketing,Analista Sênior,35
441,Margarida Isabela Bile,Fem,30,preto,Ensino Superior,Roraima,5,Operações,Analista Pleno,25
442,Arlete Lisa de Barbosa Dopu,Fem,21,branco,Pós graduação,Rio de Janeiro,6,Contabilidade,Estagiário,15
443,Robson Marlon Dutlimaz,Masc,25,branco,Ensino Superior,Paraíba,2,Administrativo,Analista Júnior,23
444,Vitor Guerra de Alencar Jardim Neto,Masc,49,pardo,Doutorado,Amapá,6,TI,Analista Pleno,43
445,Maurício de Paranhos,Masc,24,pardo,Ensino Superior,Minas Gerais,4,Administrativo,Analista Sênior,20
446,Caroline de Souza,Fem,40,branco,Ensino Superior,Rio Grande do Sul,2,Vendas,Analista Júnior,38
447,Priscila Duque,Fem,39,branco,Doutorado,Minas Gerais,5,Recursos Humanos,Analista Pleno,34
448,Joaquim Leo Rosatto de Alves,Masc,30,branco,Ensino Superior,Espírito Santo,5,Desenvolvimento de Produtos,Analista Júnior,25
449,Eduardo Renato da Silva Ulean,Masc,25,pardo,Ensino Superior,Rio de Janeiro,2,Administrativo,Analista Júnior,23
450,Jeferson Udamca de Souza,Masc,35,branco,Doutorado,Paraná,2,Compras,Analista Júnior,33
451,Milton Samuel Banhos,Masc,44,pardo,Ensino Superior,Santa Catarina,7,Administrativo,Analista Sênior,37
452,Táles Nilo dos Santos,Masc,35,branco,Ensino Superior,Pernambuco,8,Administrativo,Analista Sênior,27
453,Vívian Gutierrez do Paraná Hoyubasa,Fem,56,pardo,Ensino Superior,São Paulo,5,Marketing,Gerente,51
454,Moacyr de Osório,Masc,36,branco,Ensino Superior,Rio Grande do Sul,3,Administrativo,Analista Pleno,33
455,Luciano da Cunha,Masc,39,pardo,Mestrado,Rio Grande do Norte,4,Vendas,Analista Sênior,35
456,Cleberson Everton da Silva,Masc,30,branco,Ensino Superior,Mato Grosso,5,Operações,Analista Júnior,25
457,Artur dos Santos,Masc,25,branco,Ensino Superior,Pernambuco,1,Administrativo,Analista Júnior,24
